1774579337,2026,03,27,02,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,5,38,0,0,0,0
1774579393,2026,03,27,02,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
1774600605,2026,03,27,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,20,53,0,0,0,0
1774600640,2026,03,27,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1774600681,2026,03,27,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,37,3,40,0,0,0,0
1774600731,2026,03,27,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,5,38,0,0,0,0
1774600750,2026,03,27,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,10,43,0,0,0,0
1774677111,2026,03,28,05,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,30,63,0,0,0,0
1774677124,2026,03,28,05,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1774681532,2026,03,28,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1774681539,2026,03,28,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,16,49,0,0,0,0
1774683210,2026,03,28,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,20,53,0,0,0,0
1774683217,2026,03,28,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1774686228,2026,03,28,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1774686234,2026,03,28,08,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,25,58,0,0,0,0
1775282184,2026,04,04,05,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,20,53,0,0,0,0
1775282422,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,19,52,0,0,0,0
1775282465,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
1775282511,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775282814,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
1775283033,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285095,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285320,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285482,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285610,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285683,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775285819,2026,04,04,06,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775286030,2026,04,04,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,29,65,0,0,0,0
1775286065,2026,04,04,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775286137,2026,04,04,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,3,39,0,0,0,0
1775286226,2026,04,04,07,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775301723,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
1775301758,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775301817,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,6,42,0,0,0,0
1775301832,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775301847,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,36,20,56,0,0,0,0
1775301928,2026,04,04,11,gpt-4.1-nano,false,false,false,false,false,false,false,false,46,3,49,0,0,0,0
1775307615,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775307644,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775309884,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,8,41,0,0,0,0
1775310123,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
1775310200,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,43,5,48,0,0,0,0
1775310332,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,43,5,48,0,0,0,0
1775310337,2026,04,04,13,gpt-4.1-nano,false,false,false,false,false,false,false,false,43,5,48,0,0,0,0
1778995351,2026,05,17,05,gpt-4.1-nano,false,false,false,false,false,false,false,false,33,9,42,0,0,0,0
